,id,types,formattedAddress,rating,userRatingCount,regularOpeningHours.openNow,regularOpeningHours.periods,regularOpeningHours.weekdayDescriptions,displayName.text,displayName.languageCode,priceLevel
127,ChIJtR_JdVCtNTER61KoDrd4JPA,"['cafe', 'coffee_shop', 'point_of_interest', 'store', 'food', 'establishment']","64 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội 117130, Vietnam",4.0,566.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']",Laika Cafe,vi,PRICE_LEVEL_MODERATE
128,ChIJ2Rloek6tNTERFp7HY_9v2SY,"['cafe', 'point_of_interest', 'food', 'establishment']","94 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội 100000, Vietnam",4.2,1232.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 30}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 30}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 30}}]","['Monday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:30\u202fPM']",Cộng Cà phê,en,PRICE_LEVEL_MODERATE
129,ChIJ_ylE50OrNTER5--CTNhIxsk,"['cafe', 'point_of_interest', 'food', 'establishment']","1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",4.5,8.0,,,,Coffee Việt Nga,vi,
130,ChIJDySl0h-tNTERLdFQJCHG6rE,"['cafe', 'point_of_interest', 'food', 'establishment']","71 Đ. Láng, Thượng Đình, Đống Đa, Hà Nội, Vietnam",,,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']",B.land Coffee,vi,
131,ChIJ-8gmHZ2sNTERT6aGWqPvUUA,"['cafe', 'point_of_interest', 'food', 'establishment']","4 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội, Vietnam",4.0,25.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']",Cafe Nắng & Gió,en,
132,ChIJVbmr9e2rNTERy7I88brwxfk,"['cafe', 'point_of_interest', 'food', 'establishment']","Số 49, ngõ 562 Đ. Láng, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",4.3,217.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['Monday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u200910:00\u202fPM']",Quán Nước Tử Tế,vi,PRICE_LEVEL_INEXPENSIVE
133,ChIJF9J59gatNTERvXex2CIi6I8,"['coffee_shop', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']","37 Đ. Láng, Thượng Đình, Đống Đa, Hà Nội, Vietnam",3.0,1.0,,,,Tiệm Trà Thanh Xuân,vi,
134,ChIJ-xktsdyrNTERPa7zLR93N3k,"['cafe', 'point_of_interest', 'food', 'establishment']","5 Ng. 538 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",4.5,72.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}]","['Monday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:30\u202fPM']",Tiny Cafe,en,
135,ChIJM3vLQEOrNTERrYXL_nCwG0Q,"['cafe', 'point_of_interest', 'food', 'establishment']","Ngõ 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Coffee Ngõ Nhỏ,vi,
136,ChIJ-4SGfCCtNTER87ir92AwxN4,"['cafe', 'point_of_interest', 'food', 'establishment']","3, 336 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội, Vietnam",4.0,1.0,,,,Trang Coffee,vi,
137,ChIJY5zGkOOrNTERIcYzCqkovH4,"['coffee_shop', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']","1152, 1154 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội 10000, Vietnam",3.5,13.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']",Highlands Coffee Lancaster Luminaire Hà Nội,vi,PRICE_LEVEL_MODERATE
138,ChIJ31GHu4SsNTERu6RNdjIiMII,"['general_contractor', 'point_of_interest', 'establishment']","45, Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Thành Phố Hà Nội, Thượng Đình, Thanh Xuân, Hà Nội, Vietnam",,,,,,Công Ty TNHH Phát Triển Thương Mại & Dịch Vụ Nhật Minh,vi,
