,place_id,name,datetime,rating,rating_n,populartimes,usual_popularity,current_popularity
10,ChIJ98k-SyQvdTERDU8T9bdMkpo,Nhà hàng Biển Dương 6 - Cách Mạng Tháng Tám,28-03-2024 12:00,4.2,1303.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 27, 28, 27, 31, 38, 51, 64, 70, 70, 61, 46, 26]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 29, 27, 27, 30, 40, 56, 64, 67, 54, 42, 27]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 25, 29, 33, 36, 47, 65, 81, 92, 88, 73, 54, 36]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 22, 25, 28, 35, 40, 53, 66, 75, 77, 65, 50, 33]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 22, 28, 31, 37, 48, 66, 87, 100, 98, 83, 63, 40]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 30, 35, 37, 39, 39, 41, 49, 62, 72, 71, 60, 40, 26]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 28, 31, 30, 25, 25, 30, 40, 48, 50, 44, 35, 24]}]",22,19.0
11,ChIJk7fzZSgvdTER833RJ7BD5Ok,SeaShell Mrs. Hồng,28-03-2024 12:00,4.4,150.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 30, 30, 25, 28, 49, 79, 93, 94, 69, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 27, 28, 28, 28, 47, 66, 83, 67, 45, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 40, 30, 22, 18, 25, 47, 76, 77, 64, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 22, 25, 25, 27, 47, 64, 77, 71, 55, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 35, 37, 40, 47, 45, 55, 64, 71, 64, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 32, 54, 52, 47, 54, 74, 100, 100, 72, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 25, 37, 44, 40, 49, 67, 83, 79, 67, 0, 0, 0]}]",22,3.0
12,ChIJq3PvIIcvdTERuDnUmvKGLNo,"Hủ Tiếu cá Thẩm Yên, cơm chiều",28-03-2024 12:00,4.0,1.0,"[{'name': 'Monday', 'data': [9, 27, 45, 81, 18, 63, 54, 63, 18, 18, 27, 27, 36, 45, 18, 18, 36, 36, 63, 27, 18, 0, 0, 9]}, {'name': 'Tuesday', 'data': [0, 0, 0, 18, 18, 27, 36, 18, 9, 0, 18, 36, 45, 18, 9, 0, 0, 9, 18, 45, 100, 63, 63, 36]}, {'name': 'Wednesday', 'data': [18, 0, 0, 9, 0, 9, 27, 63, 54, 27, 18, 9, 18, 36, 18, 18, 18, 45, 27, 27, 36, 18, 18, 27]}, {'name': 'Thursday', 'data': [9, 0, 9, 0, 0, 0, 0, 18, 18, 9, 0, 0, 9, 0, 0, 0, 9, 18, 9, 9, 18, 45, 36, 54]}, {'name': 'Friday', 'data': [54, 63, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 36, 72, 72, 36, 9, 0, 0, 9, 18, 45]}, {'name': 'Saturday', 'data': [36, 54, 45, 18, 45, 18, 18, 27, 36, 27, 18, 45, 18, 9, 9, 18, 18, 18, 45, 18, 9, 9, 27, 54]}, {'name': 'Sunday', 'data': [27, 9, 18, 36, 90, 54, 45, 18, 9, 0, 9, 18, 9, 9, 18, 27, 27, 9, 9, 0, 0, 0, 0, 0]}]",9,
13,ChIJ732_t9YudTERUCTvB0mLcNQ,Quán Nha Trang Ngon,28-03-2024 12:00,4.0,1.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 55, 22, 0, 11, 22, 11, 0, 0, 0, 0, 11, 22, 44, 22, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 11, 22, 66, 100, 55, 22, 11, 11, 22, 44, 22, 22, 22, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 33, 22, 22, 33, 44, 11, 0, 11, 33, 55, 33, 44, 22, 11, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 44, 66, 77, 44, 22, 11, 33, 33, 55, 22, 11, 33, 55, 77, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33, 66, 77, 66, 66, 33, 44, 33, 33, 55, 33, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 22, 55, 55, 22, 33, 44, 100, 77, 44, 33, 11, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 88, 44, 22, 22, 22, 44, 22, 11, 0, 0, 0, 0, 11, 33, 0, 0, 0]}]",11,
14,ChIJK-bKLNUvdTERFcn2u35FudM,Vi cá Ông Đức,28-03-2024 12:00,5.0,1.0,"[{'name': 'Monday', 'data': [40, 20, 10, 10, 10, 0, 0, 0, 10, 40, 80, 100, 50, 20, 20, 20, 50, 50, 50, 10, 0, 10, 30, 30]}, {'name': 'Tuesday', 'data': [40, 30, 40, 20, 0, 0, 0, 10, 30, 60, 30, 10, 0, 10, 20, 40, 20, 10, 20, 20, 10, 10, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 10, 40, 90, 90, 40, 10, 0, 0, 0, 20]}, {'name': 'Thursday', 'data': [50, 70, 30, 10, 30, 10, 10, 30, 70, 40, 40, 10, 10, 30, 60, 60, 30, 10, 0, 10, 30, 30, 10, 10]}, {'name': 'Friday', 'data': [0, 0, 10, 10, 70, 30, 10, 0, 0, 0, 0, 10, 20, 60, 60, 70, 20, 10, 0, 0, 0, 10, 20, 30]}, {'name': 'Saturday', 'data': [50, 100, 70, 80, 30, 40, 70, 40, 20, 0, 0, 10, 30, 10, 0, 10, 30, 30, 50, 20, 10, 0, 0, 10]}, {'name': 'Sunday', 'data': [30, 10, 10, 0, 30, 40, 10, 10, 30, 20, 20, 50, 50, 50, 20, 10, 10, 20, 50, 20, 20, 30, 50, 40]}]",10,
15,ChIJW0cdBcQvdTER8-oMJwT0FuU,FIT CENTER,28-03-2024 12:00,4.5,569.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 18, 24, 28, 26, 25, 28, 35, 42, 55, 67, 88, 87, 96, 100, 92, 69, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 22, 25, 19, 28, 31, 38, 37, 48, 56, 61, 61, 68, 84, 96, 90, 67, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 26, 41, 43, 36, 31, 36, 41, 47, 53, 71, 81, 78, 78, 84, 76, 53, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 31, 40, 39, 37, 29, 28, 32, 37, 47, 58, 68, 67, 71, 79, 78, 58, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 38, 46, 47, 41, 37, 39, 45, 46, 50, 60, 77, 80, 83, 83, 80, 62, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 27, 33, 36, 30, 33, 35, 31, 23, 21, 30, 45, 55, 66, 74, 76, 60, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 16, 26, 38, 43, 44, 37, 36, 29, 31, 35, 45, 51, 57, 60, 61, 53, 0, 0]}]",32,13.0
16,ChIJ9YE09dEudTERNEcX1eDdajY,White Rabbit Amusement Park,28-03-2024 12:00,4.3,7844.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 38, 49, 57, 56, 45, 0, 0]}, {'name': 'Tuesday', 'data': [10, 7, 4, 3, 5, 9, 15, 20, 21, 21, 20, 19, 17, 17, 17, 21, 28, 39, 50, 57, 56, 44, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 30, 43, 54, 62, 59, 47, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 25, 36, 48, 56, 55, 44, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 30, 43, 57, 68, 69, 55, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 29, 31, 29, 25, 21, 20, 24, 31, 43, 59, 77, 92, 93, 75, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 31, 37, 36, 31, 26, 23, 26, 34, 49, 69, 87, 100, 95, 71, 0, 0]}]",0,
17,ChIJmxddNssudTER2KgnowvIsXE,B's Mart - Cửa hàng 10,28-03-2024 12:00,3.5,26.0,"[{'name': 'Monday', 'data': [65, 55, 47, 47, 20, 27, 25, 42, 32, 30, 30, 52, 37, 25, 25, 25, 50, 50, 75, 75, 70, 92, 100, 95]}, {'name': 'Tuesday', 'data': [45, 22, 12, 12, 20, 17, 25, 35, 25, 30, 32, 40, 35, 32, 22, 22, 22, 30, 55, 65, 72, 77, 82, 67]}, {'name': 'Wednesday', 'data': [37, 15, 12, 20, 37, 35, 40, 52, 52, 75, 82, 80, 50, 27, 20, 32, 40, 50, 55, 65, 62, 70, 80, 87]}, {'name': 'Thursday', 'data': [75, 67, 60, 47, 32, 17, 22, 22, 37, 45, 55, 50, 42, 37, 35, 32, 30, 37, 55, 77, 77, 67, 50, 47]}, {'name': 'Friday', 'data': [32, 35, 45, 40, 35, 17, 7, 10, 20, 30, 37, 42, 27, 30, 37, 32, 37, 40, 60, 57, 72, 80, 82, 72]}, {'name': 'Saturday', 'data': [52, 30, 25, 32, 27, 25, 40, 47, 65, 47, 52, 37, 25, 27, 22, 35, 42, 42, 37, 42, 52, 60, 60, 60]}, {'name': 'Sunday', 'data': [47, 42, 30, 30, 40, 37, 57, 75, 90, 77, 72, 62, 40, 40, 22, 22, 27, 55, 72, 77, 85, 87, 80, 80]}]",42,
18,ChIJoccfPyYvdTERaGaHzcJJasU,Thien Nam Hoa Electronics - District 10,28-03-2024 12:00,3.8,1269.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 60, 81, 88, 86, 80, 76, 81, 84, 87, 74, 55, 37, 31, 37, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 43, 67, 88, 84, 76, 68, 59, 63, 76, 63, 44, 26, 29, 29, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 53, 65, 77, 81, 86, 69, 82, 81, 93, 83, 61, 44, 40, 39, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 69, 84, 94, 84, 70, 53, 54, 73, 77, 91, 68, 62, 63, 46, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 29, 45, 65, 77, 100, 88, 73, 55, 62, 72, 48, 31, 13, 13, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 32, 41, 44, 46, 38, 32, 29, 33, 40, 43, 41, 40, 27, 27, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 41, 50, 50, 32, 31, 30, 19, 17, 13, 26, 30, 33, 24, 34, 0, 0]}]",70,97.0
19,ChIJ-bSHQcsudTERqn5iWBupcTY,Công Ty Cổ Phần Giải Pháp Bao Bì Giấy Đất Phương Nam,28-03-2024 12:00,,,"[{'name': 'Monday', 'data': [0, 0, 0, 9, 72, 54, 54, 18, 9, 9, 18, 36, 27, 9, 0, 9, 18, 9, 9, 0, 0, 18, 18, 9]}, {'name': 'Tuesday', 'data': [0, 9, 27, 63, 36, 45, 81, 63, 81, 90, 72, 81, 54, 72, 72, 45, 54, 18, 18, 27, 18, 0, 9, 18]}, {'name': 'Wednesday', 'data': [54, 45, 36, 18, 100, 45, 18, 0, 0, 9, 18, 18, 0, 9, 27, 45, 72, 90, 90, 45, 27, 27, 18, 9]}, {'name': 'Thursday', 'data': [18, 18, 45, 72, 18, 9, 0, 0, 0, 0, 9, 27, 63, 72, 54, 45, 72, 36, 18, 9, 18, 54, 63, 63]}, {'name': 'Friday', 'data': [36, 27, 27, 18, 18, 18, 27, 72, 54, 36, 18, 0, 9, 0, 0, 9, 18, 54, 54, 63, 45, 18, 9, 18]}, {'name': 'Saturday', 'data': [36, 27, 9, 9, 9, 0, 0, 18, 27, 45, 27, 9, 9, 0, 9, 18, 36, 27, 9, 9, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [9, 9, 18, 9, 27, 9, 0, 0, 9, 18, 27, 45, 45, 63, 36, 27, 18, 18, 18, 9, 18, 18, 9, 9]}]",63,
